:ID,pkg_name,pkgman,version,:LABEL,homepage,repo
version3578conan,z3,conan,4.8.8,Version,,https://github.com/Z3Prover/z3
version5970homebrew,z3,homebrew,4.8.16,Version,https://github.com/Z3Prover/z3/archive/z3-4.8.16.tar.gz,https://github.com/Z3Prover/z3
version1893vcpkg,z3,vcpkg,4.8.14,Version,,https://github.com/Z3Prover/z3
version212841cargo,mdcat,cargo,0.15.1,Version,https://codeberg.org/flausch/mdcat,https://codeberg.org/flausch/mdcat
version3425homebrew,mdcat,homebrew,0.27.1,Version,https://codeberg.org/flausch/mdcat/archive/mdcat-0.27.1.tar.gz,https://codeberg.org/flausch/mdcat
version702chromebrew,flac,chromebrew,1.3.3,Version,https://downloads.xiph.org/releases/flac/flac-1.3.3.tar.xz,https://xiph.org/flac/
version1524homebrew,flac,homebrew,1.3.4,Version,https://downloads.xiph.org/releases/flac/flac-1.3.4.tar.xz,https://xiph.org/flac/
version1504conan,kcp,conan,1.7,Version,,https://github.com/skywind3000/kcp
version763vcpkg,kcp,vcpkg,1.7,Version,,https://github.com/skywind3000/kcp
version1402conan,implot,conan,0.13,Version,,https://github.com/epezent/implot
version723vcpkg,implot,vcpkg,0.13,Version,,https://github.com/epezent/implot
version1149chromebrew,tesseract,chromebrew,5.1.0,Version,https://github.com/tesseract-ocr/tesseract.git,https://github.com/tesseract-ocr/tesseract
version3202conan,tesseract,conan,5.1.0,Version,,https://github.com/tesseract-ocr/tesseract
version1708vcpkg,tesseract,vcpkg,4.1.1,Version,,https://github.com/tesseract-ocr/tesseract
version1707chromebrew,monero,chromebrew,0.17.3.0,Version,https://downloads.getmonero.org/cli/monero-linux-x64-v0.17.3.0.tar.bz2,https://www.getmonero.org/
version3565homebrew,monero,homebrew,0.17.3.0,Version,https://github.com/monero-project/monero.git,https://www.getmonero.org/
version2149conan,mozjpeg,conan,4.0.0,Version,,https://github.com/mozilla/mozjpeg
version3593homebrew,mozjpeg,homebrew,4.0.3,Version,https://github.com/mozilla/mozjpeg/archive/v4.0.3.tar.gz,https://github.com/mozilla/mozjpeg
version1142vcpkg,mozjpeg,vcpkg,2021-09-27,Version,,https://github.com/mozilla/mozjpeg
version244630cargo,git-absorb,cargo,0.6.2,Version,https://github.com/tummychow/git-absorb,https://github.com/tummychow/git-absorb
version1777homebrew,git-absorb,homebrew,0.6.6,Version,https://github.com/tummychow/git-absorb/archive/0.6.6.tar.gz,https://github.com/tummychow/git-absorb
version704chromebrew,libtool,chromebrew,2.4.6-4,Version,https://ftp.gnu.org/gnu/libtool/libtool-2.4.6.tar.gz,https://www.gnu.org/software/libtool/
version1868conan,libtool,conan,2.4.6,Version,,https://www.gnu.org/software/libtool/
version3116homebrew,libtool,homebrew,2.4.7,Version,https://ftp.gnu.org/gnu/libtool/libtool-2.4.7.tar.xz,https://www.gnu.org/software/libtool/
version1453chromebrew,mold,chromebrew,1.2.1,Version,https://github.com/rui314/mold.git,https://github.com/rui314/mold
version3561homebrew,mold,homebrew,1.2.0,Version,https://github.com/rui314/mold/archive/v1.2.0.tar.gz,https://github.com/rui314/mold
version2332homebrew,igraph,homebrew,0.9.8,Version,https://github.com/igraph/igraph/releases/download/0.9.8/igraph-0.9.8.tar.gz,https://igraph.org/
version714vcpkg,igraph,vcpkg,0.9.7,Version,,https://igraph.org/
version301chromebrew,fzf,chromebrew,0.23.1,Version,https://github.com/junegunn/fzf/archive/0.23.1.tar.gz,https://github.com/junegunn/fzf
version1656homebrew,fzf,homebrew,0.30.0,Version,https://github.com/junegunn/fzf/archive/0.30.0.tar.gz,https://github.com/junegunn/fzf
version947chromebrew,jam,chromebrew,2.6,Version,https://swarm.workshop.perforce.com/downloads/guest/perforce_software/jam/jam-2.6.zip,https://www.perforce.com/documentation/jam-documentation
version2446homebrew,jam,homebrew,2.6.1,Version,https://swarm.workshop.perforce.com/projects/perforce_software-jam/download/main/jam-2.6.1.zip,https://www.perforce.com/documentation/jam-documentation
version381365cargo,sqlx-cli,cargo,0.5.4,Version,https://github.com/launchbadge/sqlx,https://github.com/launchbadge/sqlx
version5097homebrew,sqlx-cli,homebrew,0.5.13,Version,https://github.com/launchbadge/sqlx/archive/v0.5.13.tar.gz,https://github.com/launchbadge/sqlx
version3003conan,spdlog,conan,1.10.0,Version,,https://github.com/gabime/spdlog
version1649vcpkg,spdlog,vcpkg,1.9.2,Version,,https://github.com/gabime/spdlog
version5048homebrew,spdlog,homebrew,1.9.2,Version,https://github.com/gabime/spdlog/archive/v1.9.2.tar.gz,https://github.com/gabime/spdlog
version765chromebrew,markdown,chromebrew,1.0.1,Version,http://daringfireball.net/projects/downloads/Markdown_1.0.1.zip,https://daringfireball.net/projects/markdown/
version3386homebrew,markdown,homebrew,1.0.1,Version,https://daringfireball.net/projects/downloads/Markdown_1.0.1.zip,https://daringfireball.net/projects/markdown/
version126146cargo,eureka,cargo,1.5.2,Version,https://github.com/simeg/eureka,https://github.com/simeg/eureka
version1395homebrew,eureka,homebrew,2.0.0,Version,https://github.com/simeg/eureka/archive/v2.0.0.tar.gz,https://github.com/simeg/eureka
version1853chromebrew,lua,chromebrew,5.4.3,Version,https://www.lua.org/ftp/lua-5.4.3.tar.gz,https://www.lua.org/
version1972conan,lua,conan,5.4.4,Version,,https://www.lua.org/
version3300homebrew,lua,homebrew,5.4.4,Version,https://www.lua.org/ftp/lua-5.4.4.tar.gz,https://www.lua.org/
version454chromebrew,check,chromebrew,0.15.2,Version,https://github.com/libcheck/check/releases/download/0.15.2/check-0.15.2.tar.gz,https://libcheck.github.io/check/
version691homebrew,check,homebrew,0.15.2,Version,https://github.com/libcheck/check/releases/download/0.15.2/check-0.15.2.tar.gz,https://libcheck.github.io/check/
version1533conan,leveldb,conan,1.23,Version,,https://github.com/google/leveldb
version833vcpkg,leveldb,vcpkg,1.22,Version,,https://github.com/google/leveldb
version324065cargo,osqp,cargo,0.6.2,Version,https://github.com/oxfordcontrol/osqp.rs/,https://osqp.org/
version4046homebrew,osqp,homebrew,0.6.2,Version,https://github.com/oxfordcontrol/osqp/archive/v0.6.2.tar.gz,https://osqp.org/
version3609conan,zstr,conan,1.0.5,Version,,https://github.com/mateidavid/zstr
version1905vcpkg,zstr,vcpkg,1.0.4,Version,,https://github.com/mateidavid/zstr
version394000cargo,pipewire,cargo,0.4.0,Version,https://gitlab.freedesktop.org/pipewire/pipewire-rs,https://pipewire.org
version864chromebrew,pipewire,chromebrew,0.3.29,Version,https://downloads.sourceforge.net/project/diffuse/diffuse/0.4.8/diffuse-0.4.8.tar.bz2,https://pipewire.org
version238348cargo,rargs,cargo,0.3.0,Version,https://github.com/lotabout/rargs,https://github.com/lotabout/rargs
version4547homebrew,rargs,homebrew,0.3.0,Version,https://github.com/lotabout/rargs/archive/v0.3.0.tar.gz,https://github.com/lotabout/rargs
version373185cargo,pyoxidizer,cargo,0.14.0,Version,https://github.com/indygreg/PyOxidizer.git,https://github.com/indygreg/PyOxidizer
version4445homebrew,pyoxidizer,homebrew,0.20.0,Version,https://github.com/indygreg/PyOxidizer/archive/pyoxidizer/0.20.0.tar.gz,https://github.com/indygreg/PyOxidizer
version293188cargo,tectonic,cargo,0.1.17,Version,https://github.com/tectonic-typesetting/tectonic/,https://tectonic-typesetting.github.io/
version5287homebrew,tectonic,homebrew,0.9.0,Version,https://github.com/tectonic-typesetting/tectonic/archive/tectonic@0.9.0.tar.gz,https://tectonic-typesetting.github.io/
version2719conan,rang,conan,3.2,Version,,https://github.com/agauniyal/rang
version1499vcpkg,rang,vcpkg,3.2,Version,,https://github.com/agauniyal/rang
version1276conan,h3,conan,3.7.2,Version,,https://github.com/uber/h3
version668vcpkg,h3,vcpkg,3.7.2,Version,,https://github.com/uber/h3
version101280cargo,botan,cargo,0.1.1,Version,https://github.com/randombit/botan-rs,https://botan.randombit.net/
version473homebrew,botan,homebrew,2.19.1,Version,https://botan.randombit.net/releases/Botan-2.19.1.tar.xz,https://botan.randombit.net/
version413095cargo,git-cliff,cargo,0.1.2,Version,https://github.com/orhun/git-cliff,https://github.com/orhun/git-cliff
version1786homebrew,git-cliff,homebrew,0.7.0,Version,https://github.com/orhun/git-cliff/archive/refs/tags/v0.7.0.tar.gz,https://github.com/orhun/git-cliff
version2696conan,quill,conan,1.7.2,Version,,https://github.com/odygrd/quill/
version1492vcpkg,quill,vcpkg,1.6.3,Version,,https://github.com/odygrd/quill/
version153634cargo,hexyl,cargo,0.5.1,Version,https://github.com/sharkdp/hexyl,https://github.com/sharkdp/hexyl
version2211homebrew,hexyl,homebrew,0.9.0,Version,https://github.com/sharkdp/hexyl/archive/v0.9.0.tar.gz,https://github.com/sharkdp/hexyl
version67116cargo,exa,cargo,0.8.0,Version,https://github.com/ogham/exa,https://the.exa.website/
version495chromebrew,exa,chromebrew,0.10.1,Version,https://github.com/ogham/exa.git,https://the.exa.website/
version714conan,ctre,conan,3.6,Version,,https://github.com/hanickadot/compile-time-regular-expressions
version424vcpkg,ctre,vcpkg,3.4.1,Version,,https://github.com/hanickadot/compile-time-regular-expressions
version1213chromebrew,fltk,chromebrew,1.3.5,Version,https://www.fltk.org/pub/fltk/1.3.5/fltk-1.3.5-source.tar.bz2,https://www.fltk.org/
version1552homebrew,fltk,homebrew,1.3.8,Version,https://www.fltk.org/pub/fltk/1.3.8/fltk-1.3.8-source.tar.gz,https://www.fltk.org/
